Zone 2: Zone 2
Weight;FedEx First Overnight;FedEx Priority Overnight;FedEx Standard Overnight;FedEx 2Day A.M.;FedEx 2Day;FedEx Express Saver;Ground and Home Delivery
140;1576.40;1533.00;1472.80;1325.80;1162.00;894.60;147.00
141;1587.66;1543.95;1483.32;1335.27;1170.30;900.99;147.01
142;1598.92;1554.90;1493.84;1344.74;1178.60;907.38;147.67
143;1610.18;1565.85;1504.36;1354.21;1186.90;913.77;147.68
144;1621.44;1576.80;1514.88;1363.68;1195.20;920.16;152.93
145;1632.70;1587.75;1525.40;1373.15;1203.50;926.55;153.27
146;1643.96;1598.70;1535.92;1382.62;1211.80;932.94;153.28
147;1655.22;1609.65;1546.44;1392.09;1220.10;939.33;153.29
148;1666.48;1620.60;1556.96;1401.56;1228.40;945.72;153.30
149;1677.74;1631.55;1567.48;1411.03;1236.70;952.11;154.75
150;1689.00;1642.50;1578.00;1420.50;1245.00;958.50;154.76

Zone 8: Zone 8
Weight;FedEx First Overnight;FedEx Priority Overnight;FedEx Standard Overnight;FedEx 2Day A.M.;FedEx 2Day;FedEx Express Saver;Ground and Home Delivery
1;137.55;106.55;95.35;50.70;43.54;39.86;14.17
2;153.02;122.02;110.55;60.23;52.69;46.30;16.40
3;164.39;133.39;120.84;70.38;60.45;52.29;18.05
4;176.16;145.16;132.30;80.09;68.81;59.82;19.34
5;177.36;146.36;135.21;91.12;78.29;67.10;20.48
6;200.69;169.69;150.71;99.82;83.66;76.31;20.49
7;212.30;181.30;162.56;109.96;90.45;79.48;21.26
8;217.94;186.94;171.12;120.98;103.93;86.79;22.19
9;218.52;187.52;183.84;132.81;114.08;98.57;23.37
10;220.17;189.17;185.46;142.65;123.41;106.27;24.91
11;252.89;221.89;204.59;143.90;133.71;113.88;26.79
12;257.56;226.56;215.52;166.37;134.74;120.34;28.04
13;277.66;246.66;225.91;172.87;151.26;127.65;29.31
14;279.68;248.68;237.11;178.27;152.92;134.26;31.87
15;280.96;249.96;245.05;184.72;165.23;141.83;33.18
16;306.24;275.24;252.26;192.53;172.24;148.15;34.83
17;308.78;277.78;257.64;208.19;180.24;154.80;34.84
18;309.04;278.04;262.05;213.32;181.05;160.04;37.56
19;309.29;278.29;271.34;228.71;197.14;165.86;39.36
20;310.68;279.68;272.47;230.25;204.48;172.93;40.79
21;338.16;307.16;291.55;239.12;209.41;178.60;42.04
22;348.58;317.58;303.90;257.24;217.53;185.27;43.89
23;357.59;326.59;305.14;266.76;224.98;186.96;45.62
24;364.17;333.17;311.89;271.24;227.36;187.82;48.24
25;365.02;334.02;316.07;275.52;246.46;204.47;49.72
26;381.67;350.67;329.64;293.52;253.25;210.70;51.78
27;391.24;360.24;345.24;295.34;261.21;217.24;52.65
28;406.44;375.44;354.28;299.06;267.53;224.23;54.66
29;408.41;377.41;356.25;304.67;275.50;231.21;56.12
30;409.13;378.13;360.34;308.60;282.47;237.83;58.45
31;416.93;385.93;370.93;324.61;290.03;244.29;60.32
32;429.51;398.51;380.82;326.24;297.03;245.14;60.98
33;445.38;414.38;392.99;334.91;304.59;246.09;62.63
34;447.25;416.25;398.61;362.55;312.08;264.77;65.63
35;451.12;420.12;402.50;365.32;313.45;266.65;66.10
36;460.04;429.04;407.58;370.21;321.54;278.30;68.69
37;474.60;443.60;425.74;370.71;336.61;279.47;69.37
38;476.07;445.07;427.56;372.23;345.79;280.01;70.66
39;477.41;446.41;431.41;402.35;354.78;290.57;72.11
40;484.99;453.99;432.39;405.37;362.62;301.07;72.13
41;497.98;466.98;451.98;433.45;372.42;307.50;74.85
42;515.16;484.16;462.38;443.73;381.77;314.15;75.23
43;529.22;498.22;482.92;444.76;389.74;321.45;77.28
44;544.02;513.02;495.94;445.84;397.41;322.19;78.08
45;545.51;514.51;497.25;459.03;403.34;323.19;78.63
46;565.42;534.42;512.39;468.46;412.04;343.01;80.72
47;567.42;536.42;514.47;469.42;412.92;345.01;82.02
48;567.74;536.74;514.68;470.90;416.20;354.77;83.32
49;568.00;537.00;515.00;482.08;416.53;355.76;83.81
50;569.55;538.55;521.40;491.49;417.20;357.27;84.99
51;593.62;562.62;547.30;521.66;430.51;387.46;86.95
52;633.52;602.52;586.77;536.75;462.70;390.50;86.96
53;637.51;606.51;591.51;538.26;465.93;400.43;87.81
54;638.10;607.10;592.09;546.04;466.52;401.43;87.82
55;649.53;618.53;592.61;547.07;467.09;401.99;87.83
56;650.68;619.68;601.21;548.94;467.68;402.57;88.93
57;651.19;620.19;602.08;549.44;477.12;410.62;89.83
58;652.87;621.87;603.75;556.17;478.07;417.33;90.62
59;685.85;654.85;636.81;569.42;484.02;425.01;92.13
60;689.15;658.15;640.12;586.45;494.76;432.71;92.69
61;709.73;678.73;660.73;601.64;498.82;439.64;92.70
62;726.06;695.06;667.57;603.17;499.74;440.36;93.83
63;729.23;698.23;680.27;605.19;517.55;454.18;94.40
64;755.08;724.08;706.16;644.88;519.35;461.42;94.98
65;763.22;732.22;714.33;653.64;519.90;472.40;95.13
66;764.73;733.73;715.83;655.89;520.82;482.42;95.54
67;765.24;734.24;716.34;664.78;521.38;483.43;96.44
68;769.50;738.50;720.62;670.77;521.95;503.48;96.45
69;783.60;752.60;724.39;672.85;523.73;505.49;96.96
70;785.03;754.03;736.17;673.36;557.65;506.17;97.79
71;787.77;756.77;738.91;674.44;563.23;519.34;97.82
72;842.32;811.32;775.07;695.90;563.79;520.66;97.97
73;847.79;816.79;797.40;698.05;564.36;521.23;97.98
74;848.38;817.38;799.64;706.12;565.15;521.80;97.99
75;849.41;818.41;800.69;715.38;580.81;523.22;98.00
76;850.21;819.21;801.49;726.51;589.87;551.25;98.92
77;851.01;820.01;802.29;727.98;608.04;554.06;98.93
78;851.81;820.81;803.79;730.26;651.33;556.64;98.95
79;852.61;821.61;804.59;766.66;655.68;561.84;100.56
80;854.26;823.26;807.03;782.77;659.32;563.10;101.34
81;887.11;856.11;838.60;788.65;661.34;564.38;101.68
82;890.40;859.40;841.76;790.52;662.48;567.12;101.69
83;891.51;860.51;842.86;814.48;663.62;581.68;101.70
84;909.11;878.11;860.52;816.90;674.82;583.14;102.48
85;910.88;879.88;862.29;817.95;675.97;604.88;103.59
86;911.92;880.92;863.32;818.98;677.04;607.06;106.76
87;913.26;882.26;864.27;820.01;681.60;608.69;106.93
88;917.61;886.61;869.02;824.14;686.88;609.84;108.11
89;1004.33;973.33;951.78;826.02;688.01;610.98;110.37
90;1022.39;991.39;960.06;863.44;689.16;612.13;112.55
91;1024.23;993.23;973.55;867.22;690.31;613.38;112.56
92;1025.40;994.40;974.90;884.09;691.45;614.67;112.89
93;1026.57;995.57;976.04;885.80;692.57;615.92;112.90
94;1027.76;996.76;977.21;887.00;693.73;617.48;115.14
95;1028.95;997.95;978.38;888.21;699.90;648.49;116.38
96;1030.00;999.00;979.41;893.70;701.02;672.59;117.53
97;1031.30;1000.30;980.68;896.29;715.77;675.01;119.85
98;1033.67;1002.67;983.00;920.99;732.54;676.35;119.86
99;1080.89;1049.89;1029.30;924.06;774.04;696.34;121.07
100;1197.00;1166.00;1097.00;975.00;855.00;726.00;121.15
101;1208.97;1177.66;1107.97;984.75;863.55;733.26;122.27
102;1220.94;1189.32;1118.94;994.50;872.10;740.52;122.28
103;1232.91;1200.98;1129.91;1004.25;880.65;747.78;122.29
104;1244.88;1212.64;1140.88;1014.00;889.20;755.04;122.30
105;1256.85;1224.30;1151.85;1023.75;897.75;762.30;125.31
106;1268.82;1235.96;1162.82;1033.50;906.30;769.56;125.32
107;1280.79;1247.62;1173.79;1043.25;914.85;776.82;126.30
108;1292.76;1259.28;1184.76;1053.00;923.40;784.08;126.32
109;1304.73;1270.94;1195.73;1062.75;931.95;791.34;128.62
110;1316.70;1282.60;1206.70;1072.50;940.50;798.60;131.00
111;1328.67;1294.26;1217.67;1082.25;949.05;805.86;132.55
112;1340.64;1305.92;1228.64;1092.00;957.60;813.12;132.56
113;1352.61;1317.58;1239.61;1101.75;966.15;820.38;133.71
114;1364.58;1329.24;1250.58;1111.50;974.70;827.64;135.84
115;1376.55;1340.90;1261.55;1121.25;983.25;834.90;135.89
116;1388.52;1352.56;1272.52;1131.00;991.80;842.16;138.00
117;1400.49;1364.22;1283.49;1140.75;1000.35;849.42;138.90
118;1412.46;1375.88;1294.46;1150.50;1008.90;856.68;141.28
119;1424.43;1387.54;1305.43;1160.25;1017.45;863.94;141.29
120;1436.40;1399.20;1316.40;1170.00;1026.00;871.20;141.30
121;1448.37;1410.86;1327.37;1179.75;1034.55;878.46;141.31
122;1460.34;1422.52;1338.34;1189.50;1043.10;885.72;143.79
123;1472.31;1434.18;1349.31;1199.25;1051.65;892.98;145.75
124;1484.28;1445.84;1360.28;1209.00;1060.20;900.24;145.76
125;1496.25;1457.50;1371.25;1218.75;1068.75;907.50;145.77
126;1508.22;1469.16;1382.22;1228.50;1077.30;914.76;150.91
127;1520.19;1480.82;1393.19;1238.25;1085.85;922.02;150.92
128;1532.16;1492.48;1404.16;1248.00;1094.40;929.28;151.73
129;1544.13;1504.14;1415.13;1257.75;1102.95;936.54;153.19
130;1556.10;1515.80;1426.10;1267.50;1111.50;943.80;156.70
131;1568.07;1527.46;1437.07;1277.25;1120.05;951.06;157.42
132;1580.04;1539.12;1448.04;1287.00;1128.60;958.32;157.43
133;1592.01;1550.78;1459.01;1296.75;1137.15;965.58;157.44
134;1603.98;1562.44;1469.98;1306.50;1145.70;972.84;157.46
135;1615.95;1574.10;1480.95;1316.25;1154.25;980.10;158.23
136;1627.92;1585.76;1491.92;1326.00;1162.80;987.36;159.31
137;1639.89;1597.42;1502.89;1335.75;1171.35;994.62;159.32
138;1651.86;1609.08;1513.86;1345.50;1179.90;1001.88;163.69
139;1663.83;1620.74;1524.83;1355.25;1188.45;1009.14;163.73
140;1675.80;1632.40;1535.80;1365.00;1197.00;1016.40;163.74
141;1687.77;1644.06;1546.77;1374.75;1205.55;1023.66;165.29
142;1699.74;1655.72;1557.74;1384.50;1214.10;1030.92;165.30
143;1711.71;1667.38;1568.71;1394.25;1222.65;1038.18;165.31
144;1723.68;1679.04;1579.68;1404.00;1231.20;1045.44;171.08
145;1735.65;1690.70;1590.65;1413.75;1239.75;1052.70;171.09
146;1747.62;1702.36;1601.62;1423.50;1248.30;1059.96;171.10
147;1759.59;1714.02;1612.59;1433.25;1256.85;1067.22;172.68
148;1771.56;1725.68;1623.56;1443.00;1265.40;1074.48;172.69
149;1783.53;1737.34;1634.53;1452.75;1273.95;1081.74;174.33
150;1795.50;1749.00;1645.50;1462.50;1282.50;1089.00;174.34

Zone 9: Zone 9
Weight;FedEx First Overnight;FedEx Priority Overnight;FedEx Standard Overnight;FedEx 2Day A.M.;FedEx 2Day;Ground and Home Delivery
1;153.26;122.26;101.16;70.88;63.05;40.84
2;164.43;133.43;118.12;79.12;70.41;45.42
3;174.63;143.63;128.05;91.82;80.38;49.36
4;194.57;163.57;140.79;98.02;85.65;54.20
5;208.03;177.03;149.26;104.62;93.09;58.75
6;220.85;189.85;161.94;111.27;105.44;63.40
7;233.41;202.41;174.20;124.53;106.68;67.69
8;245.66;214.66;181.01;125.90;119.55;70.34
9;259.54;228.54;193.72;147.12;120.84;75.29
10;272.92;241.92;208.26;159.59;138.79;80.00
11;293.90;262.90;223.87;169.19;140.59;84.88
12;311.62;280.62;232.26;172.09;142.95;88.52
13;321.66;290.66;246.54;178.21;157.87;92.19
14;324.12;291.67;256.06;188.63;164.05;96.01
15;342.76;311.76;266.10;190.19;171.60;99.54
16;355.12;322.67;272.82;198.24;178.65;103.99
17;362.32;331.32;279.01;215.25;187.17;108.43
18;370.51;339.51;285.72;219.64;190.83;112.91
19;381.79;350.79;296.08;235.49;204.80;117.37
20;388.69;357.69;313.82;237.08;212.06;121.29
21;396.92;365.92;316.48;246.21;213.60;124.07
22;405.13;374.13;316.77;264.86;221.91;127.95
23;415.30;384.30;317.19;274.66;229.50;131.81
24;422.55;391.55;325.31;279.28;231.92;136.14
25;434.90;403.90;353.64;283.69;256.16;140.35
26;441.02;410.02;361.54;302.22;262.85;144.79
27;449.53;418.53;369.61;304.09;271.35;148.81
28;457.37;426.37;379.66;307.92;280.08;152.81
29;464.14;433.14;386.18;313.70;287.13;156.57
30;472.00;441.00;392.42;317.74;296.23;160.32
31;479.93;448.93;399.38;334.24;303.52;160.33
32;488.45;457.45;407.04;335.92;313.06;160.88
33;498.77;467.77;416.38;344.57;314.02;164.25
34;505.26;474.26;418.28;373.97;319.21;167.94
35;506.33;475.33;418.75;376.91;319.73;172.10
36;527.44;496.44;427.86;381.26;327.98;175.77
37;538.09;507.09;439.75;381.70;354.20;179.80
38;547.47;516.47;448.30;383.26;356.83;184.10
39;557.59;526.59;470.00;414.28;372.71;188.07
40;568.15;537.15;472.18;417.39;380.15;192.09
41;578.73;547.73;484.53;446.69;388.45;195.41
42;589.84;558.84;485.78;456.91;395.47;199.10
43;601.11;570.11;501.98;457.94;404.71;203.16
44;613.46;582.46;520.58;459.07;412.76;206.07
45;622.67;591.67;524.67;472.63;418.77;210.04
46;643.69;612.69;536.57;482.35;420.81;214.08
47;653.50;622.50;537.78;483.33;421.19;218.18
48;654.49;623.49;551.22;484.86;424.54;221.93
49;663.51;632.51;552.57;505.85;424.88;225.72
50;665.01;634.01;554.43;518.35;425.56;229.51
51;690.51;659.51;591.63;537.12;439.13;235.50
52;725.28;694.28;602.07;556.75;471.96;235.98
53;728.76;697.76;612.36;558.72;475.25;239.55
54;752.38;721.38;623.51;559.12;475.87;242.94
55;754.75;723.75;624.63;559.52;476.44;246.21
56;767.32;736.32;625.03;559.93;477.05;249.53
57;768.94;737.94;626.30;565.72;486.67;252.97
58;800.64;769.64;651.55;572.66;487.64;256.28
59;803.81;772.81;664.88;590.69;493.71;260.17
60;811.91;780.91;675.58;606.94;504.66;264.23
61;825.38;794.38;681.25;613.68;508.80;267.49
62;826.73;795.73;693.91;616.78;509.76;271.88
63;838.28;807.28;737.37;641.87;527.92;276.34
64;849.08;818.08;741.72;663.99;529.74;280.94
65;862.00;831.00;742.16;666.72;530.31;285.53
66;867.15;836.15;744.25;675.33;531.24;289.94
67;878.99;847.99;785.93;678.08;531.82;294.35
68;880.18;849.18;790.10;684.19;532.39;298.58
69;897.18;866.18;790.52;686.31;534.22;302.92
70;909.90;878.90;792.06;686.83;568.81;309.29
71;924.31;893.31;792.70;694.43;574.51;314.05
72;932.64;901.64;805.45;709.82;575.08;318.72
73;934.50;903.50;817.20;712.02;575.65;323.39
74;971.00;940.00;829.58;720.25;576.46;326.51
75;974.66;943.66;830.82;729.69;592.43;330.20
76;984.07;953.07;853.28;741.05;601.68;334.27
77;994.14;963.14;856.51;749.56;620.21;337.03
78;996.95;965.95;859.47;751.46;664.37;338.84
79;1034.96;1003.96;880.14;789.39;668.80;338.90
80;1053.20;1022.20;933.42;805.97;673.42;342.44
81;1055.03;1024.03;938.75;807.63;674.58;345.30
82;1056.21;1025.21;939.55;813.83;675.75;347.03
83;1057.01;1026.01;941.20;838.63;676.91;350.81
84;1057.81;1026.81;974.11;841.11;688.32;354.86
85;1058.61;1027.61;996.97;841.91;689.50;358.99
86;1060.71;1029.71;999.26;842.71;690.98;362.76
87;1102.55;1071.55;1000.53;844.31;695.24;366.85
88;1112.93;1081.93;1001.33;848.58;700.62;370.90
89;1113.97;1082.97;1002.36;890.86;701.79;374.78
90;1114.77;1083.77;1016.35;909.46;702.96;378.56
91;1115.86;1084.86;1017.99;911.32;704.12;382.61
92;1116.84;1085.84;1018.79;912.12;705.28;386.26
93;1136.34;1105.34;1019.84;912.92;706.44;390.02
94;1138.29;1107.29;1020.87;913.89;707.61;393.70
95;1139.09;1108.09;1022.81;914.96;713.90;397.53
96;1139.89;1108.89;1025.29;915.93;715.07;401.16
97;1142.63;1111.63;1074.76;935.13;730.10;404.99
98;1167.03;1136.03;1079.81;939.41;747.20;408.58
99;1226.19;1195.19;1096.95;951.45;789.53;412.41
100;1332.00;1301.00;1176.00;1004.00;873.00;416.24
101;1345.32;1314.01;1187.76;1014.04;881.73;416.25
102;1358.64;1327.02;1199.52;1024.08;890.46;416.26
103;1371.96;1340.03;1211.28;1034.12;899.19;416.27
104;1385.28;1353.04;1223.04;1044.16;907.92;416.31
105;1398.60;1366.05;1234.80;1054.20;916.65;420.02
106;1411.92;1379.06;1246.56;1064.24;925.38;423.91
107;1425.24;1392.07;1258.32;1074.28;934.11;427.82
108;1438.56;1405.08;1270.08;1084.32;942.84;431.73
109;1451.88;1418.09;1281.84;1094.36;951.57;435.42
110;1465.20;1431.10;1293.60;1104.40;960.30;439.09
111;1478.52;1444.11;1305.36;1114.44;969.03;444.10
112;1491.84;1457.12;1317.12;1124.48;977.76;449.11
113;1505.16;1470.13;1328.88;1134.52;986.49;453.00
114;1518.48;1483.14;1340.64;1144.56;995.22;456.94
115;1531.80;1496.15;1352.40;1154.60;1003.95;460.83
116;1545.12;1509.16;1364.16;1164.64;1012.68;463.72
117;1558.44;1522.17;1375.92;1174.68;1021.41;467.40
118;1571.76;1535.18;1387.68;1184.72;1030.14;471.09
119;1585.08;1548.19;1399.44;1194.76;1038.87;477.91
120;1598.40;1561.20;1411.20;1204.80;1047.60;481.83
121;1611.72;1574.21;1422.96;1214.84;1056.33;485.05
122;1625.04;1587.22;1434.72;1224.88;1065.06;493.76
123;1638.36;1600.23;1446.48;1234.92;1073.79;493.77
124;1651.68;1613.24;1458.24;1244.96;1082.52;497.43
125;1665.00;1626.25;1470.00;1255.00;1091.25;501.59
126;1678.32;1639.26;1481.76;1265.04;1099.98;504.70
127;1691.64;1652.27;1493.52;1275.08;1108.71;508.80
128;1704.96;1665.28;1505.28;1285.12;1117.44;512.94
129;1718.28;1678.29;1517.04;1295.16;1126.17;517.08
130;1731.60;1691.30;1528.80;1305.20;1134.90;531.25
131;1744.92;1704.31;1540.56;1315.24;1143.63;531.26
132;1758.24;1717.32;1552.32;1325.28;1152.36;536.03
133;1771.56;1730.33;1564.08;1335.32;1161.09;539.25
134;1784.88;1743.34;1575.84;1345.36;1169.82;539.27
135;1798.20;1756.35;1587.60;1355.40;1178.55;543.35
136;1811.52;1769.36;1599.36;1365.44;1187.28;547.48
137;1824.84;1782.37;1611.12;1375.48;1196.01;562.18
138;1838.16;1795.38;1622.88;1385.52;1204.74;565.17
139;1851.48;1808.39;1634.64;1395.56;1213.47;565.18
140;1864.80;1821.40;1646.40;1405.60;1222.20;565.19
141;1878.12;1834.41;1658.16;1415.64;1230.93;566.64
142;1891.44;1847.42;1669.92;1425.68;1239.66;576.09
143;1904.76;1860.43;1681.68;1435.72;1248.39;579.99
144;1918.08;1873.44;1693.44;1445.76;1257.12;583.97
145;1931.40;1886.45;1705.20;1455.80;1265.85;583.98
146;1944.72;1899.46;1716.96;1465.84;1274.58;586.69
147;1958.04;1912.47;1728.72;1475.88;1283.31;600.67
148;1971.36;1925.48;1740.48;1485.92;1292.04;600.68
149;1984.68;1938.49;1752.24;1495.96;1300.77;601.96
150;1998.00;1951.50;1764.00;1506.00;1309.50;606.09

Zone 11: Zone 11
Weight;FedEx First Overnight;FedEx Priority Overnight;FedEx 2Day
1;157.36;126.36;81.65
2;169.74;138.74;99.70
3;202.31;171.31;101.52
4;223.37;192.37;105.96
5;233.34;202.34;109.66
6;247.53;216.53;119.74
7;261.72;230.72;120.75
8;272.54;241.54;135.14
9;285.78;254.78;142.30
10;287.47;256.47;148.33
11;321.19;290.19;148.95
12;333.13;302.13;149.64
13;339.03;308.03;162.93
14;339.63;308.63;169.35
15;351.44;320.44;178.55
16;364.99;333.99;188.61
17;380.67;349.67;196.35
18;394.16;363.16;197.25
19;403.66;372.66;214.76
20;420.00;389.00;217.12
21;437.79;406.79;217.90
22;439.57;408.57;232.60
23;452.15;421.15;234.09
24;453.41;422.41;242.35
25;455.89;424.89;267.85
26;468.94;437.94;276.10
27;476.08;445.08;284.41
28;485.28;454.28;294.48
29;495.26;464.26;302.73
30;497.00;466.00;310.48
31;511.79;480.79;311.34
32;521.79;490.79;328.39
33;532.04;501.04;331.61
34;541.27;510.27;331.94
35;551.06;520.06;332.33
36;562.31;531.31;339.50
37;570.66;539.66;361.73
38;578.95;547.95;363.98
39;579.81;548.81;389.61
40;581.29;550.29;393.39
41;610.82;579.82;402.48
42;613.78;582.78;403.39
43;615.08;584.08;421.29
44;640.96;609.96;428.37
45;644.00;613.00;432.19
46;661.09;630.09;432.59
47;665.95;634.95;432.89
48;675.24;644.24;433.18
49;676.17;645.17;433.38
50;686.20;655.20;434.08
51;726.37;695.37;447.92
52;739.17;708.17;486.41
53;742.72;711.72;490.26
54;766.82;735.82;490.86
55;769.23;738.23;491.39
56;782.05;751.05;491.91
57;789.45;758.45;500.71
58;816.55;785.55;501.60
59;819.27;788.27;503.60
60;837.99;806.99;514.78
61;851.90;820.90;518.98
62;853.31;822.31;519.97
63;854.43;823.43;538.48
64;865.45;834.45;540.35
65;878.63;847.63;540.93
66;911.56;880.56;541.89
67;914.87;883.87;542.47
68;915.40;884.40;543.04
69;921.00;890.00;544.91
70;940.24;909.24;580.21
71;942.18;911.18;586.01
72;950.68;919.68;586.59
73;952.57;921.57;587.18
74;989.81;958.81;588.00
75;993.54;962.54;604.29
76;1003.14;972.14;613.73
77;1027.89;996.89;632.63
78;1069.00;1038.00;677.67
79;1073.14;1042.14;682.19
80;1074.17;1043.17;686.91
81;1075.52;1044.52;688.08
82;1076.72;1045.72;689.27
83;1077.92;1046.92;690.46
84;1079.56;1048.56;702.13
85;1092.08;1061.08;703.76
86;1120.01;1089.01;704.81
87;1123.99;1092.99;709.16
88;1146.34;1115.34;714.64
89;1148.58;1117.58;715.84
90;1149.38;1118.38;717.02
91;1150.18;1119.18;718.21
92;1150.98;1119.98;719.40
93;1160.76;1129.76;720.57
94;1161.89;1130.89;721.77
95;1164.94;1133.94;728.19
96;1225.46;1194.46;729.38
97;1231.53;1200.53;744.72
98;1232.84;1201.84;762.15
99;1250.10;1219.10;805.33
100;1359.00;1328.00;892.00
101;1372.59;1341.28;900.92
102;1386.18;1354.56;909.84
103;1399.77;1367.84;918.76
104;1413.36;1381.12;927.68
105;1426.95;1394.40;936.60
106;1440.54;1407.68;945.52
107;1454.13;1420.96;954.44
108;1467.72;1434.24;963.36
109;1481.31;1447.52;972.28
110;1494.90;1460.80;981.20
111;1508.49;1474.08;990.12
112;1522.08;1487.36;999.04
113;1535.67;1500.64;1007.96
114;1549.26;1513.92;1016.88
115;1562.85;1527.20;1025.80
116;1576.44;1540.48;1034.72
117;1590.03;1553.76;1043.64
118;1603.62;1567.04;1052.56
119;1617.21;1580.32;1061.48
120;1630.80;1593.60;1070.40
121;1644.39;1606.88;1079.32
122;1657.98;1620.16;1088.24
123;1671.57;1633.44;1097.16
124;1685.16;1646.72;1106.08
125;1698.75;1660.00;1115.00
126;1712.34;1673.28;1123.92
127;1725.93;1686.56;1132.84
128;1739.52;1699.84;1141.76
129;1753.11;1713.12;1150.68
130;1766.70;1726.40;1159.60
131;1780.29;1739.68;1168.52
132;1793.88;1752.96;1177.44
133;1807.47;1766.24;1186.36
134;1821.06;1779.52;1195.28
135;1834.65;1792.80;1204.20
136;1848.24;1806.08;1213.12
137;1861.83;1819.36;1222.04
138;1875.42;1832.64;1230.96
139;1889.01;1845.92;1239.88
140;1902.60;1859.20;1248.80
141;1916.19;1872.48;1257.72
142;1929.78;1885.76;1266.64
143;1943.37;1899.04;1275.56
144;1956.96;1912.32;1284.48
145;1970.55;1925.60;1293.40
146;1984.14;1938.88;1302.32
147;1997.73;1952.16;1311.24
148;2011.32;1965.44;1320.16
149;2024.91;1978.72;1329.08
150;2038.50;1992.00;1338.00

Zone 10: Zone 10
Weight;"FedEx First Overnight";"FedEx Priority Overnight";FedEx 2Day
1;153.26;122.26;63.05
2;164.43;133.43;70.41
3;174.63;143.63;80.38
4;194.57;163.57;85.65
5;208.03;177.03;93.09
6;220.85;189.85;105.44
7;233.41;202.41;106.68
8;245.66;214.66;119.55
9;259.54;228.54;120.84
10;272.92;241.92;138.79
11;293.90;262.90;140.59
12;311.62;280.62;142.95
13;321.66;290.66;157.87
14;322.67;291.67;164.05
15;342.76;311.76;171.60
16;355.12;324.12;178.65
17;362.32;331.32;187.17
18;370.51;339.51;190.83
19;381.79;350.79;204.80
20;388.69;357.69;212.06
21;396.92;365.92;213.60
22;405.13;374.13;221.91
23;415.30;384.30;229.50
24;422.55;391.55;231.92
25;434.90;403.90;256.16
26;441.02;410.02;262.85
27;449.53;418.53;271.35
28;457.37;426.37;280.08
29;464.14;433.14;287.13
30;472.00;441.00;296.23
31;479.93;448.93;303.52
32;488.45;457.45;313.06
33;498.77;467.77;314.02
34;505.26;474.26;319.21
35;506.33;475.33;319.73
36;527.44;496.44;327.98
37;538.09;507.09;354.20
38;547.47;516.47;356.83
39;557.59;526.59;372.71
40;568.15;537.15;380.15
41;578.73;547.73;388.45
42;589.84;558.84;395.47
43;601.11;570.11;404.71
44;613.46;582.46;412.76
45;622.67;591.67;418.77
46;643.69;612.69;420.81
47;653.50;622.50;421.19
48;654.49;623.49;424.54
49;663.51;632.51;424.88
50;665.01;634.01;425.56
51;690.51;659.51;439.13
52;725.28;694.28;471.96
53;728.76;697.76;475.25
54;752.38;721.38;475.87
55;754.75;723.75;476.44
56;767.32;736.32;477.05
57;768.94;737.94;486.67
58;800.64;769.64;487.64
59;803.81;772.81;493.71
60;811.91;780.91;504.66
61;825.38;794.38;508.80
62;826.73;795.73;509.76
63;838.28;807.28;527.92
64;849.08;818.08;529.74
65;862.00;831.00;530.31
66;867.15;836.15;531.24
67;878.99;847.99;531.82
68;880.18;849.18;532.39
69;897.18;866.18;534.22
70;909.90;878.90;568.81
71;924.31;893.31;574.51
72;932.64;901.64;575.08
73;934.50;903.50;575.65
74;971.00;940.00;576.46
75;974.66;943.66;592.43
76;984.07;953.07;601.68
77;994.14;963.14;620.21
78;996.95;965.95;664.37
79;1034.96;1003.96;668.80
80;1053.20;1022.20;673.42
81;1055.03;1024.03;674.58
82;1056.21;1025.21;675.75
83;1057.01;1026.01;676.91
84;1057.81;1026.81;688.32
85;1058.61;1027.61;689.50
86;1060.71;1029.71;690.98
87;1102.55;1071.55;695.24
88;1112.93;1081.93;700.62
89;1113.97;1082.97;701.79
90;1114.77;1083.77;702.96
91;1115.86;1084.86;704.12
92;1116.84;1085.84;705.28
93;1136.34;1105.34;706.44
94;1138.29;1107.29;707.61
95;1139.09;1108.09;713.90
96;1139.89;1108.89;715.07
97;1142.63;1111.63;730.10
98;1167.03;1136.03;747.20
99;1226.19;1195.19;789.53
100;1332.00;1301.00;873.00
101;1345.32;1314.01;881.73
102;1358.64;1327.02;890.46
103;1371.96;1340.03;899.19
104;1385.28;1353.04;907.92
105;1398.60;1366.05;916.65
106;1411.92;1379.06;925.38
107;1425.24;1392.07;934.11
108;1438.56;1405.08;942.84
109;1451.88;1418.09;951.57
110;1465.20;1431.10;960.30
111;1478.52;1444.11;969.03
112;1491.84;1457.12;977.76
113;1505.16;1470.13;986.49
114;1518.48;1483.14;995.22
115;1531.80;1496.15;1003.95
116;1545.12;1509.16;1012.68
117;1558.44;1522.17;1021.41
118;1571.76;1535.18;1030.14
119;1585.08;1548.19;1038.87
120;1598.40;1561.20;1047.60
121;1611.72;1574.21;1056.33
122;1625.04;1587.22;1065.06
123;1638.36;1600.23;1073.79
124;1651.68;1613.24;1082.52
125;1665.00;1626.25;1091.25
126;1678.32;1639.26;1099.98
127;1691.64;1652.27;1108.71
128;1704.96;1665.28;1117.44
129;1718.28;1678.29;1126.17
130;1731.60;1691.30;1134.90
131;1744.92;1704.31;1143.63
132;1758.24;1717.32;1152.36
133;1771.56;1730.33;1161.09
